"city","state","stateISO","country","countryISO"
"Clio","California","CA","United States","US"
"Clipper Mills","California","CA","United States","US"
"Cloverdale","California","CA","United States","US"
"Clovis","California","CA","United States","US"
"Coachella","California","CA","United States","US"
"Coalinga","California","CA","United States","US"
"Coarsegold","California","CA","United States","US"
"Cobb","California","CA","United States","US"
"Coleville","California","CA","United States","US"
"Colfax","California","CA","United States","US"
"Colton","California","CA","United States","US"
"Columbia","California","CA","United States","US"
"Colusa","California","CA","United States","US"
"Comptche","California","CA","United States","US"
"Compton","California","CA","United States","US"
"Concord","California","CA","United States","US"
"Cool","California","CA","United States","US"
"Copperopolis","California","CA","United States","US"
"Corcoran","California","CA","United States","US"
"Corning","California","CA","United States","US"
"Corona","California","CA","United States","US"
"Corona Del Mar","California","CA","United States","US"
"Coronado","California","CA","United States","US"
"Corte Madera","California","CA","United States","US"
"Costa Mesa","California","CA","United States","US"
"Cotati","California","CA","United States","US"
"Cottonwood","California","CA","United States","US"
"Coulterville","California","CA","United States","US"
"Courtland","California","CA","United States","US"
"Covelo","California","CA","United States","US"
"Covina","California","CA","United States","US"
"Coyote","California","CA","United States","US"
"Crescent City","California","CA","United States","US"
"Crescent Mills","California","CA","United States","US"
"Cressey","California","CA","United States","US"
"Crestline","California","CA","United States","US"
"Creston","California","CA","United States","US"
"Crockett","California","CA","United States","US"
"Crows Landing","California","CA","United States","US"
"Culver City","California","CA","United States","US"
"Cupertino","California","CA","United States","US"
"Cutler","California","CA","United States","US"
"Cypress","California","CA","United States","US"
"Daggett","California","CA","United States","US"
"Daly City","California","CA","United States","US"
"Dana Point","California","CA","United States","US"
"Danville","California","CA","United States","US"
"Davenport","California","CA","United States","US"
"Davis","California","CA","United States","US"
"Davis Creek","California","CA","United States","US"
"Death Valley","California","CA","United States","US"
"Deer Park","California","CA","United States","US"
"Del Mar","California","CA","United States","US"
"Del Rey","California","CA","United States","US"
"Delano","California","CA","United States","US"
"Delhi","California","CA","United States","US"
"Denair","California","CA","United States","US"
"Descanso","California","CA","United States","US"
"Desert Center","California","CA","United States","US"
"Desert Hot Springs","California","CA","United States","US"
"Diablo","California","CA","United States","US"
"Diamond Bar","California","CA","United States","US"
"Diamond Springs","California","CA","United States","US"
"Dillon Beach","California","CA","United States","US"
"Dinuba","California","CA","United States","US"
"Dixon","California","CA","United States","US"
"Dobbins","California","CA","United States","US"
"Dorris","California","CA","United States","US"
"Dos Palos","California","CA","United States","US"
"Douglas City","California","CA","United States","US"
"Douglas Flat","California","CA","United States","US"
"Downey","California","CA","United States","US"
"Downieville","California","CA","United States","US"
"Doyle","California","CA","United States","US"
"Duarte","California","CA","United States","US"
"Dublin","California","CA","United States","US"
"Ducor","California","CA","United States","US"
"Dulzura","California","CA","United States","US"
"Duncans Mills","California","CA","United States","US"
"Dunlap","California","CA","United States","US"
"Dunnigan","California","CA","United States","US"
"Dunsmuir","California","CA","United States","US"
"Durham","California","CA","United States","US"
"Dutch Flat","California","CA","United States","US"
"Eagleville","California","CA","United States","US"
"Earlimart","California","CA","United States","US"
"Earp","California","CA","United States","US"
"Edwards","California","CA","United States","US"
"El Cajon","California","CA","United States","US"
"El Centro","California","CA","United States","US"
"El Cerrito","California","CA","United States","US"
"El Dorado","California","CA","United States","US"
"El Dorado Hills","California","CA","United States","US"
"El Granada","California","CA","United States","US"
"El Monte","California","CA","United States","US"
"El Portal","California","CA","United States","US"
"El Segundo","California","CA","United States","US"
"El Sobrante","California","CA","United States","US"
"El Toro","California","CA","United States","US"
"Elk","California","CA","United States","US"
"Elk Creek","California","CA","United States","US"
"Elk Grove","California","CA","United States","US"
"Elverta","California","CA","United States","US"
"Emeryville","California","CA","United States","US"
"Emigrant Gap","California","CA","United States","US"
"Empire","California","CA","United States","US"
"Encinitas","California","CA","United States","US"
"Encino","California","CA","United States","US"
"Escalon","California","CA","United States","US"
"Escondido","California","CA","United States","US"
"Esparto","California","CA","United States","US"
"Etna","California","CA","United States","US"
"Eureka","California","CA","United States","US"
"Exeter","California","CA","United States","US"
"Fair Oaks","California","CA","United States","US"
"Fairfax","California","CA","United States","US"
"Fairfield","California","CA","United States","US"
"Fall River Mills","California","CA","United States","US"
"Fallbrook","California","CA","United States","US"
"Farmersville","California","CA","United States","US"
"Farmington","California","CA","United States","US"
"Fawnskin","California","CA","United States","US"
"Fellows","California","CA","United States","US"
"Felton","California","CA","United States","US"
"Ferndale","California","CA","United States","US"
"Fiddletown","California","CA","United States","US"
"Fillmore","California","CA","United States","US"
"Firebaugh","California","CA","United States","US"
"Fish Camp","California","CA","United States","US"
"Five Points","California","CA","United States","US"
"Flournoy","California","CA","United States","US"
"Folsom","California","CA","United States","US"
"Fontana","California","CA","United States","US"
"Foothill Ranch","California","CA","United States","US"
"Forbestown","California","CA","United States","US"
"Forest Falls","California","CA","United States","US"
"Forest Knolls","California","CA","United States","US"
"Forest Ranch","California","CA","United States","US"
"Foresthill","California","CA","United States","US"
"Forestville","California","CA","United States","US"
"Forks Of Salmon","California","CA","United States","US"
"Fort Bidwell","California","CA","United States","US"
"Fort Bragg","California","CA","United States","US"
"Fort Irwin","California","CA","United States","US"
"Fort Jones","California","CA","United States","US"
"Fortuna","California","CA","United States","US"
"Fountain Valley","California","CA","United States","US"
"Fowler","California","CA","United States","US"
"Frazier Park","California","CA","United States","US"
"Freedom","California","CA","United States","US"
"Fremont","California","CA","United States","US"
"French Camp","California","CA","United States","US"
"French Gulch","California","CA","United States","US"
"Fresno","California","CA","United States","US"
"Friant","California","CA","United States","US"
"Fullerton","California","CA","United States","US"
"Galt","California","CA","United States","US"
"Garberville","California","CA","United States","US"
"Garden Grove","California","CA","United States","US"
"Garden Valley","California","CA","United States","US"
"Gardena","California","CA","United States","US"
"Gasquet","California","CA","United States","US"
"Gazelle","California","CA","United States","US"
"Georgetown","California","CA","United States","US"
"Gerber","California","CA","United States","US"
"Geyserville","California","CA","United States","US"
"Gilroy","California","CA","United States","US"
"Glen Ellen","California","CA","United States","US"
"Glencoe","California","CA","United States","US"
"Glendale","California","CA","United States","US"
"Glendora","California","CA","United States","US"
"Glenhaven","California","CA","United States","US"
"Glenn","California","CA","United States","US"
"Glennville","California","CA","United States","US"
"Gold Run","California","CA","United States","US"
"Goleta","California","CA","United States","US"
"Gonzales","California","CA","United States","US"
"Goodyears Bar","California","CA","United States","US"
"Goshen","California","CA","United States","US"
"Granada Hills","California","CA","United States","US"
"Grand Terrace","California","CA","United States","US"
"Granite Bay","California","CA","United States","US"
"Grass Valley","California","CA","United States","US"
"Graton","California","CA","United States","US"
"Green Valley Lake","California","CA","United States","US"
"Greenbrae","California","CA","United States","US"
"Greenfield","California","CA","United States","US"
"Greenview","California","CA","United States","US"
"Greenville","California","CA","United States","US"
"Greenwood","California","CA","United States","US"
"Grenada","California","CA","United States","US"
"Gridley","California","CA","United States","US"
"Grimes","California","CA","United States","US"
"Groveland","California","CA","United States","US"
"Grover Beach","California","CA","United States","US"
"Guadalupe","California","CA","United States","US"
"Gualala","California","CA","United States","US"
"Guasti","California","CA","United States","US"
"Guerneville","California","CA","United States","US"
"Guinda","California","CA","United States","US"
"Gustine","California","CA","United States","US"
"Hacienda Heights","California","CA","United States","US"
"Half Moon Bay","California","CA","United States","US"
"Hamilton City","California","CA","United States","US"
"Hanford","California","CA","United States","US"
"Happy Camp","California","CA","United States","US"
"Harbor City","California","CA","United States","US"
"Hat Creek","California","CA","United States","US"
"Hathaway Pines","California","CA","United States","US"
"Hawaiian Gardens","California","CA","United States","US"
"Hawthorne","California","CA","United States","US"
"Hayfork","California","CA","United States","US"
"Hayward","California","CA","United States","US"
"Healdsburg","California","CA","United States","US"
"Heber","California","CA","United States","US"
"Helendale","California","CA","United States","US"
"Helm","California","CA","United States","US"
"Hemet","California","CA","United States","US"
"Herald","California","CA","United States","US"
"Hercules","California","CA","United States","US"
"Herlong","California","CA","United States","US"
"Hermosa Beach","California","CA","United States","US"
"Hesperia","California","CA","United States","US"
"Hickman","California","CA","United States","US"
"Highland","California","CA","United States","US"
"Hilmar","California","CA","United States","US"
"Hinkley","California","CA","United States","US"
"Hollister","California","CA","United States","US"
"Holtville","California","CA","United States","US"
"Homeland","California","CA","United States","US"
"Homewood","California","CA","United States","US"
"Honeydew","California","CA","United States","US"
"Hood","California","CA","United States","US"
"Hoopa","California","CA","United States","US"
"Hopland","California","CA","United States","US"
"Hornbrook","California","CA","United States","US"
"Hornitos","California","CA","United States","US"
"Hughson","California","CA","United States","US"
"Hume","California","CA","United States","US"
"Huntington Beach","California","CA","United States","US"
"Huntington Park","California","CA","United States","US"
"Huron","California","CA","United States","US"
"Hydesville","California","CA","United States","US"
"Idyllwild","California","CA","United States","US"
"Igo","California","CA","United States","US"
"Imperial","California","CA","United States","US"
"Imperial Beach","California","CA","United States","US"
"Independence","California","CA","United States","US"
"Indian Wells","California","CA","United States","US"
"Indio","California","CA","United States","US"
"Inglewood","California","CA","United States","US"
"Inverness","California","CA","United States","US"
"Inyokern","California","CA","United States","US"
"Ione","California","CA","United States","US"
"Irvine","California","CA","United States","US"
"Isleton","California","CA","United States","US"
"Ivanhoe","California","CA","United States","US"
"Jackson","California","CA","United States","US"
"Jacumba","California","CA","United States","US"
"Jamestown","California","CA","United States","US"
"Jamul","California","CA","United States","US"
"Janesville","California","CA","United States","US"
"Jenner","California","CA","United States","US"
"Johannesburg","California","CA","United States","US"
"Jolon","California","CA","United States","US"
"Joshua Tree","California","CA","United States","US"
"Julian","California","CA","United States","US"
"Junction City","California","CA","United States","US"
"June Lake","California","CA","United States","US"
"Keeler","California","CA","United States","US"
"Keene","California","CA","United States","US"
"Kelseyville","California","CA","United States","US"
"Kentfield","California","CA","United States","US"
"Kenwood","California","CA","United States","US"
"Kerman","California","CA","United States","US"
"Kernville","California","CA","United States","US"
"Kettleman City","California","CA","United States","US"
"Keyes","California","CA","United States","US"
"King City","California","CA","United States","US"
"Kings Beach","California","CA","United States","US"
"Kings Canyon National Pk","California","CA","United States","US"
"Kingsburg","California","CA","United States","US"
"Kirkwood","California","CA","United States","US"
"Klamath","California","CA","United States","US"
"Klamath River","California","CA","United States","US"
"Kneeland","California","CA","United States","US"
"Knights Landing","California","CA","United States","US"
"Korbel","California","CA","United States","US"
"Kyburz","California","CA","United States","US"
"La Canada Flintridge","California","CA","United States","US"
"La Crescenta","California","CA","United States","US"
"La Grange","California","CA","United States","US"
"La Habra","California","CA","United States","US"
"La Honda","California","CA","United States","US"
"La Jolla","California","CA","United States","US"
"La Mesa","California","CA","United States","US"
"La Mirada","California","CA","United States","US"
"La Palma","California","CA","United States","US"
"La Puente","California","CA","United States","US"
"La Quinta","California","CA","United States","US"
"La Verne","California","CA","United States","US"
"Ladera Ranch","California","CA","United States","US"
"Lafayette","California","CA","United States","US"
"Laguna Beach","California","CA","United States","US"
"Laguna Hills","California","CA","United States","US"
"Laguna Niguel","California","CA","United States","US"
"Laguna Woods","California","CA","United States","US"
"Lagunitas","California","CA","United States","US"
"Lake Arrowhead","California","CA","United States","US"
"Lake City","California","CA","United States","US"
"Lake Elsinore","California","CA","United States","US"
"Lake Forest","California","CA","United States","US"
"Lake Hughes","California","CA","United States","US"
"Lake Isabella","California","CA","United States","US"
"Lakehead","California","CA","United States","US"
"Lakeport","California","CA","United States","US"
"Lakeshore","California","CA","United States","US"
"Lakeside","California","CA","United States","US"
"Lakewood","California","CA","United States","US"
"Lamont","California","CA","United States","US"
"Lancaster","California","CA","United States","US"
"Landers","California","CA","United States","US"
"Larkspur","California","CA","United States","US"
"Lathrop","California","CA","United States","US"
"Laton","California","CA","United States","US"
"Lawndale","California","CA","United States","US"
"Laytonville","California","CA","United States","US"
"Le Grand","California","CA","United States","US"
"Lebec","California","CA","United States","US"
"Lee Vining","California","CA","United States","US"
"Leggett","California","CA","United States","US"
"Lemon Cove","California","CA","United States","US"
"Lemon Grove","California","CA","United States","US"
"Lemoore","California","CA","United States","US"
"Lewiston","California","CA","United States","US"
"Likely","California","CA","United States","US"
"Lincoln","California","CA","United States","US"
"Linden","California","CA","United States","US"
"Lindsay","California","CA","United States","US"
"Litchfield","California","CA","United States","US"
"Little River","California","CA","United States","US"
"Littlerock","California","CA","United States","US"
"Live Oak","California","CA","United States","US"
"Livermore","California","CA","United States","US"
"Livingston","California","CA","United States","US"
"Llano","California","CA","United States","US"
"Lockeford","California","CA","United States","US"
"Lockwood","California","CA","United States","US"
"Lodi","California","CA","United States","US"
"Loleta","California","CA","United States","US"
"Loma Linda","California","CA","United States","US"
"Loma Mar","California","CA","United States","US"
"Lomita","California","CA","United States","US"
"Lompoc","California","CA","United States","US"
"Lone Pine","California","CA","United States","US"
"Long Barn","California","CA","United States","US"
"Long Beach","California","CA","United States","US"
"Lookout","California","CA","United States","US"
"Loomis","California","CA","United States","US"
"Los Alamitos","California","CA","United States","US"
"Los Alamos","California","CA","United States","US"
"Los Altos","California","CA","United States","US"
"Los Angeles","California","CA","United States","US"
"Los Banos","California","CA","United States","US"
"Los Gatos","California","CA","United States","US"
"Los Molinos","California","CA","United States","US"
"Los Olivos","California","CA","United States","US"
"Los Osos","California","CA","United States","US"
"Lost Hills","California","CA","United States","US"
"Lotus","California","CA","United States","US"
"Lower Lake","California","CA","United States","US"
"Loyalton","California","CA","United States","US"
"Lucerne","California","CA","United States","US"
"Lucerne Valley","California","CA","United States","US"
"Ludlow","California","CA","United States","US"
"Lynwood","California","CA","United States","US"
"Lytle Creek","California","CA","United States","US"
"Macdoel","California","CA","United States","US"
"Mad River","California","CA","United States","US"
"Madeline","California","CA","United States","US"
"Madera","California","CA","United States","US"
"Magalia","California","CA","United States","US"
"Malibu","California","CA","United States","US"
"Mammoth Lakes","California","CA","United States","US"
"Manchester","California","CA","United States","US"
"Manhattan Beach","California","CA","United States","US"
"Manteca","California","CA","United States","US"
"Manton","California","CA","United States","US"
"March Air Reserve Base","California","CA","United States","US"
"Maricopa","California","CA","United States","US"
"Marina","California","CA","United States","US"
"Marina Del Rey","California","CA","United States","US"
"Mariposa","California","CA","United States","US"
"Markleeville","California","CA","United States","US"
"Marshall","California","CA","United States","US"
"Martell","California","CA","United States","US"
"Martinez","California","CA","United States","US"
"Marysville","California","CA","United States","US"
"Mather","California","CA","United States","US"
"Maxwell","California","CA","United States","US"
"Maywood","California","CA","United States","US"
"Mc Farland","California","CA","United States","US"
"Mc Kittrick","California","CA","United States","US"
"Mcarthur","California","CA","United States","US"
"Mcclellan","California","CA","United States","US"
"Mccloud","California","CA","United States","US"
"Mckinleyville","California","CA","United States","US"
"Meadow Valley","California","CA","United States","US"
"Meadow Vista","California","CA","United States","US"
"Mecca","California","CA","United States","US"
"Mendocino","California","CA","United States","US"
"Mendota","California","CA","United States","US"
"Menifee","California","CA","United States","US"
"Menlo Park","California","CA","United States","US"
"Mentone","California","CA","United States","US"
"Merced","California","CA","United States","US"
"Meridian","California","CA","United States","US"
"Mi Wuk Village","California","CA","United States","US"
"Middletown","California","CA","United States","US"
"Midpines","California","CA","United States","US"
"Midway City","California","CA","United States","US"
"Milford","California","CA","United States","US"
"Mill Creek","California","CA","United States","US"
"Mill Valley","California","CA","United States","US"
"Millbrae","California","CA","United States","US"
"Millville","California","CA","United States","US"
"Milpitas","California","CA","United States","US"
"Mineral","California","CA","United States","US"
"Mira Loma","California","CA","United States","US"
"Miramonte","California","CA","United States","US"
"Miranda","California","CA","United States","US"
"Mission Hills","California","CA","United States","US"
"Mission Viejo","California","CA","United States","US"
"Moccasin","California","CA","United States","US"
"Modesto","California","CA","United States","US"
"Mojave","California","CA","United States","US"
"Mokelumne Hill","California","CA","United States","US"
"Monrovia","California","CA","United States","US"
"Montague","California","CA","United States","US"
"Montara","California","CA","United States","US"
"Montclair","California","CA","United States","US"
"Monte Rio","California","CA","United States","US"
"Montebello","California","CA","United States","US"
"Monterey","California","CA","United States","US"
"Monterey Park","California","CA","United States","US"
"Montgomery Creek","California","CA","United States","US"
"Montrose","California","CA","United States","US"
"Moorpark","California","CA","United States","US"
"Moraga","California","CA","United States","US"
"Moreno Valley","California","CA","United States","US"
"Morgan Hill","California","CA","United States","US"
"Morongo Valley","California","CA","United States","US"
"Morro Bay","California","CA","United States","US"
"Moss Beach","California","CA","United States","US"
"Moss Landing","California","CA","United States","US"
"Mount Aukum","California","CA","United States","US"
"Mount Hamilton","California","CA","United States","US"
"Mount Laguna","California","CA","United States","US"
"Mount Shasta","California","CA","United States","US"
"Mountain Center","California","CA","United States","US"
"Mountain Pass","California","CA","United States","US"
"Mountain Ranch","California","CA","United States","US"
"Mountain View","California","CA","United States","US"
"Murphys","California","CA","United States","US"
"Murrieta","California","CA","United States","US"
"Myers Flat","California","CA","United States","US"
"Napa","California","CA","United States","US"
"National City","California","CA","United States","US"
"Navarro","California","CA","United States","US"
"Needles","California","CA","United States","US"
"Nevada City","California","CA","United States","US"
"New Cuyama","California","CA","United States","US"
"New Pine Creek","California","CA","United States","US"
"Newark","California","CA","United States","US"
"Newberry Springs","California","CA","United States","US"
"Newbury Park","California","CA","United States","US"
"Newcastle","California","CA","United States","US"
"Newhall","California","CA","United States","US"
"Newman","California","CA","United States","US"
"Newport Beach","California","CA","United States","US"
"Newport Coast","California","CA","United States","US"
"Nicasio","California","CA","United States","US"
"Nice","California","CA","United States","US"
"Nicolaus","California","CA","United States","US"
"Niland","California","CA","United States","US"
"Nipomo","California","CA","United States","US"
"Nipton","California","CA","United States","US"
"Norco","California","CA","United States","US"
"Norden","California","CA","United States","US"
"North Fork","California","CA","United States","US"
"North Highlands","California","CA","United States","US"
"North Hills","California","CA","United States","US"
"North Hollywood","California","CA","United States","US"
"North Palm Springs","California","CA","United States","US"
"North San Juan","California","CA","United States","US"
"Northridge","California","CA","United States","US"
"Norwalk","California","CA","United States","US"
"Novato","California","CA","United States","US"
"Nubieber","California","CA","United States","US"
"Nuevo","California","CA","United States","US"
"O Neals","California","CA","United States","US"
"Oak Park","California","CA","United States","US"
"Oak Run","California","CA","United States","US"
"Oak View","California","CA","United States","US"
"Oakdale","California","CA","United States","US"
"Oakhurst","California","CA","United States","US"
"Oakland","California","CA","United States","US"
"Oakley","California","CA","United States","US"
"Oakville","California","CA","United States","US"
"Occidental","California","CA","United States","US"
"Oceano","California","CA","United States","US"
"Oceanside","California","CA","United States","US"
"Ocotillo","California","CA","United States","US"
"Ojai","California","CA","United States","US"
"Olancha","California","CA","United States","US"
"Old Station","California","CA","United States","US"
"Olema","California","CA","United States","US"
"Olivehurst","California","CA","United States","US"
"Olympic Valley","California","CA","United States","US"
"Ontario","California","CA","United States","US"
"Onyx","California","CA","United States","US"
"Orange","California","CA","United States","US"
"Orange Cove","California","CA","United States","US"
"Orangevale","California","CA","United States","US"
"Oregon House","California","CA","United States","US"
"Orick","California","CA","United States","US"
"Orinda","California","CA","United States","US"
"Orland","California","CA","United States","US"
"Orleans","California","CA","United States","US"
"Oro Grande","California","CA","United States","US"
"Orosi","California","CA","United States","US"
"Oroville","California","CA","United States","US"
"Oxnard","California","CA","United States","US"
"Pacific Grove","California","CA","United States","US"
"Pacific Palisades","California","CA","United States","US"
"Pacifica","California","CA","United States","US"
"Pacoima","California","CA","United States","US"
"Paicines","California","CA","United States","US"
"Pala","California","CA","United States","US"
"Palermo","California","CA","United States","US"
"Palm Desert","California","CA","United States","US"
"Palm Springs","California","CA","United States","US"
"Palmdale","California","CA","United States","US"
"Palo Alto","California","CA","United States","US"
"Palo Cedro","California","CA","United States","US"
"Palo Verde","California","CA","United States","US"
"Palomar Mountain","California","CA","United States","US"
"Palos Verdes Peninsula","California","CA","United States","US"
"Panorama City","California","CA","United States","US"
"Paradise","California","CA","United States","US"
"Paramount","California","CA","United States","US"
"Parker Dam","California","CA","United States","US"
"Parlier","California","CA","United States","US"
"Pasadena","California","CA","United States","US"
"Paskenta","California","CA","United States","US"
"Paso Robles","California","CA","United States","US"
"Patterson","California","CA","United States","US"
"Pauma Valley","California","CA","United States","US"
"Paynes Creek","California","CA","United States","US"
"Pearblossom","California","CA","United States","US"
"Pebble Beach","California","CA","United States","US"
"Penn Valley","California","CA","United States","US"
"Penngrove","California","CA","United States","US"
"Penryn","California","CA","United States","US"
"Perris","California","CA","United States","US"
"Pescadero","California","CA","United States","US"
"Petaluma","California","CA","United States","US"
"Petrolia","California","CA","United States","US"
"Phelan","California","CA","United States","US"
"Phillipsville","California","CA","United States","US"
"Philo","California","CA","United States","US"
"Pico Rivera","California","CA","United States","US"
"Piedmont","California","CA","United States","US"
"Piercy","California","CA","United States","US"
"Pilot Hill","California","CA","United States","US"
"Pine Grove","California","CA","United States","US"
"Pine Mountain Club","California","CA","United States","US"
"Pine Valley","California","CA","United States","US"
"Pinecrest","California","CA","United States","US"
"Pinole","California","CA","United States","US"
"Pinon Hills","California","CA","United States","US"
"Pioneer","California","CA","United States","US"
"Pioneertown","California","CA","United States","US"
"Piru","California","CA","United States","US"
"Pismo Beach","California","CA","United States","US"
"Pittsburg","California","CA","United States","US"
"Pixley","California","CA","United States","US"
"Placentia","California","CA","United States","US"
"Placerville","California","CA","United States","US"
"Planada","California","CA","United States","US"
"Platina","California","CA","United States","US"
"Playa Del Rey","California","CA","United States","US"
"Pleasant Grove","California","CA","United States","US"
"Pleasant Hill","California","CA","United States","US"
"Pleasanton","California","CA","United States","US"
"Plymouth","California","CA","United States","US"
"Point Arena","California","CA","United States","US"
"Point Mugu Nawc","California","CA","United States","US"
"Point Reyes Station","California","CA","United States","US"
"Pollock Pines","California","CA","United States","US"
"Pomona","California","CA","United States","US"
"Pope Valley","California","CA","United States","US"
"Port Costa","California","CA","United States","US"
"Port Hueneme","California","CA","United States","US"
"Port Hueneme Cbc Base","California","CA","United States","US"
"Porter Ranch","California","CA","United States","US"
"Porterville","California","CA","United States","US"
"Portola","California","CA","United States","US"
"Portola Valley","California","CA","United States","US"
"Posey","California","CA","United States","US"
"Potrero","California","CA","United States","US"
"Potter Valley","California","CA","United States","US"
"Poway","California","CA","United States","US"
"Prather","California","CA","United States","US"
"Princeton","California","CA","United States","US"
"Quincy","California","CA","United States","US"
"Rackerby","California","CA","United States","US"
"Rail Road Flat","California","CA","United States","US"
"Raisin City","California","CA","United States","US"
"Ramona","California","CA","United States","US"
"Ranchita","California","CA","United States","US"
"Rancho Cordova","California","CA","United States","US"
"Rancho Cucamonga","California","CA","United States","US"
"Rancho Mirage","California","CA","United States","US"
"Rancho Palos Verdes","California","CA","United States","US"
"Rancho Santa Fe","California","CA","United States","US"
"Rancho Santa Margarita","California","CA","United States","US"
"Randsburg","California","CA","United States","US"
"Ravendale","California","CA","United States","US"
"Raymond","California","CA","United States","US"
"Red Bluff","California","CA","United States","US"
"Red Mountain","California","CA","United States","US"
"Redcrest","California","CA","United States","US"
"Redding","California","CA","United States","US"
"Redlands","California","CA","United States","US"
"Redondo Beach","California","CA","United States","US"
"Redway","California","CA","United States","US"
"Redwood City","California","CA","United States","US"
"Redwood Estates","California","CA","United States","US"
"Redwood Valley","California","CA","United States","US"
"Reedley","California","CA","United States","US"
"Rescue","California","CA","United States","US"
"Reseda","California","CA","United States","US"
"Rialto","California","CA","United States","US"
"Richgrove","California","CA","United States","US"
"Richmond","California","CA","United States","US"
"Richvale","California","CA","United States","US"
"Ridgecrest","California","CA","United States","US"
"Rimforest","California","CA","United States","US"
"Rio Dell","California","CA","United States","US"
"Rio Linda","California","CA","United States","US"
"Rio Nido","California","CA","United States","US"
"Rio Oso","California","CA","United States","US"
"Rio Vista","California","CA","United States","US"
"Ripon","California","CA","United States","US"
"River Pines","California","CA","United States","US"
"Riverbank","California","CA","United States","US"
"Riverdale","California","CA","United States","US"
"Riverside","California","CA","United States","US"
"Robbins","California","CA","United States","US"
"Rocklin","California","CA","United States","US"
"Rodeo","California","CA","United States","US"
"Rohnert Park","California","CA","United States","US"
"Rosamond","California","CA","United States","US"
"Rosemead","California","CA","United States","US"
"Roseville","California","CA","United States","US"
"Ross","California","CA","United States","US"
"Rough And Ready","California","CA","United States","US"
"Round Mountain","California","CA","United States","US"
"Rowland Heights","California","CA","United States","US"
"Rumsey","California","CA","United States","US"
"Running Springs","California","CA","United States","US"
"Rutherford","California","CA","United States","US"
"Sacramento","California","CA","United States","US"
"Saint Helena","California","CA","United States","US"
"Salida","California","CA","United States","US"
"Salinas","California","CA","United States","US"
"Salton City","California","CA","United States","US"
"Salyer","California","CA","United States","US"
"San Andreas","California","CA","United States","US"
"San Anselmo","California","CA","United States","US"
"San Ardo","California","CA","United States","US"
"San Bernardino","California","CA","United States","US"
"San Bruno","California","CA","United States","US"
"San Carlos","California","CA","United States","US"
"San Clemente","California","CA","United States","US"
"San Diego","California","CA","United States","US"
"San Dimas","California","CA","United States","US"
"San Fernando","California","CA","United States","US"
"San Francisco","California","CA","United States","US"
"San Gabriel","California","CA","United States","US"
"San Geronimo","California","CA","United States","US"
"San Gregorio","California","CA","United States","US"
"San Jacinto","California","CA","United States","US"
"San Joaquin","California","CA","United States","US"
"San Jose","California","CA","United States","US"
"San Juan Bautista","California","CA","United States","US"
"San Juan Capistrano","California","CA","United States","US"
"San Leandro","California","CA","United States","US"
"San Lorenzo","California","CA","United States","US"
"San Lucas","California","CA","United States","US"
"San Luis Obispo","California","CA","United States","US"
"San Marcos","California","CA","United States","US"
"San Marino","California","CA","United States","US"
"San Martin","California","CA","United States","US"
"San Mateo","California","CA","United States","US"
"San Miguel","California","CA","United States","US"
"San Pablo","California","CA","United States","US"
"San Pedro","California","CA","United States","US"
"San Rafael","California","CA","United States","US"
"San Ramon","California","CA","United States","US"
"San Simeon","California","CA","United States","US"
"San Ysidro","California","CA","United States","US"
"Sanger","California","CA","United States","US"
"Santa Ana","California","CA","United States","US"
"Santa Barbara","California","CA","United States","US"
"Santa Clara","California","CA","United States","US"
"Santa Clarita","California","CA","United States","US"
"Santa Cruz","California","CA","United States","US"
"Santa Fe Springs","California","CA","United States","US"
"Santa Margarita","California","CA","United States","US"
"Santa Maria","California","CA","United States","US"
"Santa Monica","California","CA","United States","US"
"Santa Paula","California","CA","United States","US"
"Santa Rosa","California","CA","United States","US"
"Santa Ynez","California","CA","United States","US"
"Santa Ysabel","California","CA","United States","US"
"Santee","California","CA","United States","US"
"Saratoga","California","CA","United States","US"
"Sausalito","California","CA","United States","US"
"Scotia","California","CA","United States","US"
"Scotts Valley","California","CA","United States","US"
"Seal Beach","California","CA","United States","US"
"Seaside","California","CA","United States","US"
"Sebastopol","California","CA","United States","US"
"Seeley","California","CA","United States","US"
"Seiad Valley","California","CA","United States","US"
"Selma","California","CA","United States","US"
"Sequoia National Park","California","CA","United States","US"
"Shafter","California","CA","United States","US"
"Shandon","California","CA","United States","US"
"Shasta","California","CA","United States","US"
"Shasta Lake","California","CA","United States","US"
"Shaver Lake","California","CA","United States","US"
"Sheep Ranch","California","CA","United States","US"
"Sheridan","California","CA","United States","US"
"Sherman Oaks","California","CA","United States","US"
"Shingle Springs","California","CA","United States","US"
"Shingletown","California","CA","United States","US"
"Shoshone","California","CA","United States","US"
"Sierra City","California","CA","United States","US"
"Sierra Madre","California","CA","United States","US"
"Sierraville","California","CA","United States","US"
"Silverado","California","CA","United States","US"
"Simi Valley","California","CA","United States","US"
"Sloughhouse","California","CA","United States","US"
"Smartsville","California","CA","United States","US"
"Smith River","California","CA","United States","US"
"Snelling","California","CA","United States","US"
"Soda Springs","California","CA","United States","US"
"Solana Beach","California","CA","United States","US"
"Soledad","California","CA","United States","US"
"Solvang","California","CA","United States","US"
"Somerset","California","CA","United States","US"
"Somes Bar","California","CA","United States","US"
"Somis","California","CA","United States","US"
"Sonoma","California","CA","United States","US"
"Sonora","California","CA","United States","US"
"Soquel","California","CA","United States","US"
"Soulsbyville","California","CA","United States","US"
"South Dos Palos","California","CA","United States","US"
